 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
293,3,1,0,3,0,5.36,0,0,10.24
294,1,0,1,0,0,9.66,0,0,9.66
295,1,0,1,0,0,2.00,0,0,2.00
296,1,0,1,0,0,7.24,0,0,7.24
297,1,0,1,0,0,15.24,0,0,15.24
298,1,0,1,0,0,16.83,0,0,16.83
299,1,0,1,0,0,51.36,0,0,51.36
300,1,0,1,0,0,9.24,0,0,9.24
301,7,3,0,5,15,7.87,0,0,16.90
302,1,0,1,0,0,3.00,0,0,3.00
303,9,4,0,10,106,42.44,0,0,145.85
304,1,0,1,0,0,8.66,0,0,8.66
305,0,0,1,0,0,0.00,0,0,0.00
306,1,0,1,0,0,3.41,0,0,3.41
307,1,0,1,0,0,79.23,0,0,79.23
308,1,0,1,0,0,11.66,0,0,11.66
309,1,0,1,0,0,6.24,0,0,6.24
310,1,0,1,0,0,3.83,0,0,3.83
311,1,0,1,0,0,1.41,0,0,1.41
312,13,6,0,14,107,25.73,1,0,87.88
313,1,0,1,0,0,1.00,0,0,1.00
314,1,0,1,0,0,32.21,0,0,32.21
315,1,0,1,0,0,1.41,0,0,1.41
316,1,0,1,0,0,3.41,0,0,3.41
317,1,0,1,0,0,7.24,0,0,7.24
318,1,0,1,0,0,56.08,0,0,56.08
319,1,0,1,0,0,7.41,0,0,7.41
320,1,0,1,0,0,2.83,0,0,2.83
321,1,0,1,0,0,62.50,0,0,62.50
322,1,0,1,0,0,8.07,0,0,8.07
323,1,0,1,0,0,8.24,0,0,8.24
324,4,2,0,4,17,10.92,0,0,13.49
325,1,0,1,0,0,30.46,0,0,30.46
326,1,0,1,0,0,35.14,0,0,35.14
327,8,4,0,6,30,17.03,1,0,38.11
328,1,0,1,0,0,7.66,0,0,7.66
329,1,0,1,0,0,8.66,0,0,8.66
330,1,0,1,0,0,12.49,0,0,12.49
331,1,0,1,0,0,16.31,0,0,16.31
332,1,0,1,0,0,4.83,0,0,4.83
333,1,0,1,0,0,7.24,0,0,7.24
334,1,0,1,0,0,5.66,0,0,5.66
335,1,0,1,0,0,7.24,0,0,7.24
336,1,0,1,0,0,5.83,0,0,5.83
337,1,0,1,0,0,9.24,0,0,9.24
338,1,0,1,0,0,1.00,0,0,1.00
339,1,0,1,0,0,6.24,0,0,6.24
340,3,1,0,3,0,45.32,0,0,88.84
341,1,0,1,0,0,8.24,0,0,8.24
342,1,0,1,0,0,18.07,0,0,18.07
343,1,0,1,0,0,14.90,0,0,14.90
344,1,0,1,0,0,4.00,0,0,4.00
345,1,0,1,0,0,10.07,0,0,10.07
346,1,0,1,0,0,17.73,0,0,17.73
347,9,4,0,8,70,38.87,0,0,121.67
348,1,0,1,0,0,42.36,0,0,42.36
349,3,1,0,3,0,10.99,0,0,18.31
350,1,0,1,0,0,1.00,0,0,1.00
351,3,1,0,1,0,7.63,0,0,11.83
352,0,0,1,0,0,0.00,0,0,0.00
353,3,1,0,3,0,35.04,0,0,76.33
354,1,0,1,0,0,18.24,0,0,18.24
355,1,0,1,0,0,8.66,0,0,8.66
356,1,0,1,0,0,8.07,0,0,8.07
357,1,0,1,0,0,2.00,0,0,2.00
358,1,0,1,0,0,24.07,0,0,24.07
359,3,1,0,1,0,4.36,0,0,6.24
360,0,0,1,0,0,0.00,0,0,0.00
361,1,0,1,0,0,41.63,0,0,41.63
362,1,0,1,0,0,5.66,0,0,5.66
363,3,1,0,3,0,13.88,0,0,21.80
364,1,0,1,0,0,1.41,0,0,1.41
365,1,0,1,0,0,2.41,0,0,2.41
366,1,0,1,0,0,1.00,0,0,1.00
367,0,0,1,0,0,0.00,0,0,0.00
368,1,0,1,0,0,2.00,0,0,2.00
369,1,0,1,0,0,3.41,0,0,3.41
370,1,0,1,0,0,18.07,0,0,18.07
371,1,0,1,0,0,4.00,0,0,4.00
372,1,0,1,0,0,2.41,0,0,2.41
373,1,0,1,0,0,2.41,0,0,2.41
374,3,1,0,3,0,8.85,0,0,10.07
375,3,1,0,1,0,7.24,0,0,12.07
376,1,0,1,0,0,95.37,0,0,95.37
377,1,0,1,0,0,8.07,0,0,8.07
378,1,0,1,0,0,14.90,0,0,14.90
379,1,0,1,0,0,2.41,0,0,2.41
380,0,0,1,0,0,0.00,0,0,0.00
381,1,0,1,0,0,2.83,0,0,2.83
382,1,0,1,0,0,13.49,0,0,13.49
383,1,0,1,0,0,5.24,0,0,5.24
384,1,0,1,0,0,2.83,0,0,2.83
385,1,0,1,0,0,16.49,0,0,16.49
386,1,0,1,0,0,8.66,0,0,8.66
387,1,0,1,0,0,1.00,0,0,1.00
388,1,0,1,0,0,5.41,0,0,5.41
